Var1;Var2;Var3;Var4;Var5
390;6;2;3;3000
391;4;2;6;600
392;9;6;3;3000
393;3;2;5;1500
394;4;8;3;3000
395;5;1;3;3000
396;3;6;3;3000
397;2;3;5;1500
398;1;9;5;1500
399;1;9;5;1500
400;7;1;5;1500
401;7;2;3;3000
402;9;4;5;1500
403;9;4;5;1500
404;5;8;6;600
405;2;4;6;600
406;5;3;6;600
407;9;3;5;1500
408;9;3;5;1500
409;1;8;3;3000
410;7;5;3;3000
411;9;5;5;1500
412;3;9;5;1500
413;3;7;3;3000
414;5;2;3;3000
415;5;8;5;1500
416;4;5;6;600
417;9;1;5;1500
418;2;8;3;3000
419;6;7;3;3000
420;4;9;5;1500
421;4;9;5;1500
422;5;4;5;1500
423;2;6;3;3000
424;7;8;5;1500
425;4;7;3;3000
426;9;2;5;1500
427;9;6;3;3000
428;7;4;6;600
429;8;1;5;1500
430;8;4;5;1500
431;7;6;6;600
432;7;8;5;1500
433;6;5;5;1500
434;2;9;5;1500
435;9;1;5;1500
436;9;1;5;1500
437;6;4;5;1500
438;8;4;5;1500
439;5;4;5;1500
440;5;4;6;600
441;1;5;5;1500
442;3;7;5;1500
443;5;7;3;3000
444;9;4;3;3000
445;1;6;5;1500
446;5;7;3;3000
447;7;6;3;3000
448;6;9;3;3000
449;2;8;5;1500
450;2;8;5;1500
451;8;9;6;600
452;4;1;5;1500
453;4;3;5;1500
454;4;3;5;1500
455;1;6;3;3000
456;2;5;5;1500
457;2;5;5;1500
458;8;2;5;1500
459;2;9;5;1500
460;6;8;5;1500
461;4;2;3;3000
462;6;3;5;1500
463;1;8;5;1500
464;1;8;5;1500
465;3;9;3;3000
466;9;1;5;1500
467;9;1;5;1500
468;1;6;3;3000
469;9;8;6;600
470;7;4;5;1500
471;9;7;3;3000
472;2;6;3;3000
473;4;7;5;1500
474;5;9;5;1500
475;9;3;5;1500
476;9;3;5;1500
477;9;5;5;1500
478;6;4;3;3000
479;8;1;5;1500
480;4;9;3;3000
481;1;8;5;1500
482;8;3;3;3000
483;1;5;5;1500
484;1;5;5;1500
485;7;1;3;3000
486;8;3;5;1500
487;2;1;5;1500
488;2;9;5;1500
489;2;9;5;1500
490;1;6;5;1500
491;9;1;5;1500
492;9;4;5;1500
493;5;6;6;600
494;8;6;3;3000
495;7;8;6;600
496;7;6;5;1500
497;9;2;5;1500
498;9;2;5;1500
499;9;2;5;1500
500;9;2;5;1500
501;5;7;5;1500
502;5;7;5;1500
503;1;6;5;1500
504;1;6;5;1500
505;5;9;5;1500
506;5;9;5;1500
507;6;3;5;1500
508;6;3;5;1500
509;8;9;3;3000
510;9;5;5;1500
511;7;4;5;1500
512;3;8;5;1500
513;3;8;5;1500
514;2;1;6;600
515;6;2;5;1500
516;5;9;3;3000
517;2;1;5;1500
518;4;1;5;1500
519;6;3;5;1500
520;1;8;5;1500
521;4;5;5;1500
522;6;3;5;1500
523;6;8;5;1500
524;7;2;5;1500
525;7;2;5;1500
526;7;5;5;1500
527;7;3;3;3000
528;3;7;5;1500
529;3;7;5;1500
530;3;9;5;1500
531;3;9;5;1500
532;4;3;5;1500
533;4;3;5;1500
534;8;5;3;3000
535;3;8;5;1500
536;3;8;5;1500
537;6;2;5;1500
538;6;2;5;1500
539;1;9;5;1500
540;1;9;5;1500
541;8;7;5;1500
542;7;9;3;3000
543;2;5;5;1500
544;7;5;5;1500
545;7;5;6;600
546;2;9;5;1500
547;1;9;5;1500
548;4;5;5;1500
549;1;9;3;3000
550;9;6;6;600
551;8;1;5;1500
552;7;6;6;600
553;8;1;5;1500
554;5;7;3;3000
555;9;4;5;1500
556;9;4;5;1500
557;4;6;3;3000
558;5;8;5;1500
559;1;4;3;3000
560;5;3;6;600
561;6;5;6;600
562;7;9;3;3000
563;5;6;5;1500
564;6;2;5;1500
565;6;2;5;1500
566;8;6;6;600
567;7;9;5;1500
568;9;6;5;1500
569;2;5;3;3000
570;6;4;3;3000
571;4;7;5;1500
572;9;8;6;600
573;2;4;3;3000
574;1;6;3;3000
575;4;3;5;1500
576;4;3;5;1500
577;4;5;3;3000
578;7;2;5;1500
579;7;2;5;1500
580;3;2;5;1500
581;6;1;5;1500
582;2;4;3;3000
583;2;9;3;3000
584;2;7;5;1500
585;1;4;3;3000
586;5;9;5;1500
587;5;9;5;1500
588;4;7;6;600
589;1;5;5;1500
590;1;5;5;1500
591;1;2;3;3000
592;7;6;3;3000
593;4;8;5;1500
594;4;8;5;1500
595;4;3;5;1500
596;7;1;5;1500
597;6;8;6;600
598;8;7;6;600
599;3;5;3;3000
600;9;2;5;1500
601;9;2;5;1500
602;3;4;5;1500
603;3;4;5;1500
604;9;2;3;3000
605;5;6;5;1500
606;5;9;3;3000
607;7;8;5;1500
608;4;6;5;1500
609;7;4;6;600
610;3;5;5;1500
611;7;4;6;600
612;9;7;5;1500
613;4;8;3;3000
614;2;9;3;3000
615;8;9;6;600
616;4;3;5;1500
617;4;5;3;3000
618;5;6;6;600
619;2;3;3;3000
620;5;8;3;3000
621;8;6;6;600
622;2;9;5;1500
623;8;4;5;1500
624;9;4;5;1500
625;3;9;5;1500
626;3;9;5;1500
627;2;1;3;3000
628;2;7;5;1500
629;1;4;5;1500
630;1;7;3;3000
631;3;5;3;3000
632;9;3;5;1500
633;9;1;5;1500
634;9;1;5;1500
635;1;9;3;3000
636;8;2;5;1500
637;7;8;5;1500
638;7;8;3;3000
639;9;4;5;1500
640;9;4;5;1500
641;9;4;5;1500
642;9;4;5;1500
643;6;2;5;1500
644;5;9;5;1500
645;5;9;5;1500
646;1;6;5;1500
647;1;6;5;1500
648;8;9;5;1500
649;1;7;3;3000
650;9;7;5;1500
651;2;8;3;3000
652;6;8;5;1500
653;6;3;5;1500
654;6;3;5;1500
655;3;7;5;1500
656;6;4;3;3000
657;4;7;5;1500
658;1;2;6;600
659;6;3;3;3000
660;7;4;6;600
661;4;3;3;3000
662;7;8;3;3000
663;3;9;5;1500
664;6;4;5;1500
665;6;8;5;1500
666;4;2;5;1500
667;1;3;6;600
668;9;2;5;1500
669;2;3;6;600
670;8;4;5;1500
671;5;4;5;1500
672;1;9;3;3000
673;8;1;3;3000
674;5;2;3;3000
675;7;3;5;1500
676;3;6;5;1500
677;2;1;6;600
678;4;1;3;3000
679;7;3;5;1500
680;7;3;5;1500
681;8;1;5;1500
682;3;6;5;1500
683;9;2;5;1500
684;9;2;5;1500
685;2;9;3;3000
686;8;3;3;3000
687;7;9;3;3000
688;6;3;3;3000
689;6;1;3;3000
690;9;2;5;1500
691;6;3;3;3000
692;8;1;5;1500
693;8;1;5;1500
694;8;4;5;1500
695;6;8;5;1500
696;3;7;5;1500
697;9;3;5;1500
698;9;3;5;1500
699;1;8;5;1500
700;2;9;3;3000
701;8;3;5;1500
702;9;5;5;1500
703;9;5;5;1500
704;7;6;5;1500
705;9;8;3;3000
706;6;5;6;600
707;3;9;5;1500
708;6;2;5;1500
709;6;7;3;3000
710;6;8;5;1500
711;9;3;3;3000
712;8;5;3;3000
713;1;8;3;3000
714;5;3;6;600
715;3;1;3;3000
716;2;7;3;3000
717;6;2;5;1500
718;1;7;5;1500
719;1;7;5;1500
720;3;1;5;1500
721;8;4;5;1500
722;2;3;6;600
723;5;2;3;3000
724;9;8;6;600
725;5;7;3;3000
726;4;1;5;1500
727;4;1;5;1500
728;8;9;6;600
729;8;6;3;3000
730;6;8;5;1500
731;6;5;3;3000
732;3;2;6;600
733;5;9;5;1500
734;5;9;5;1500
735;9;2;5;1500
736;6;8;5;1500
737;8;4;3;3000
738;1;5;5;1500
739;8;6;5;1500
740;5;7;6;600
741;2;5;5;1500
742;2;5;5;1500
743;6;7;6;600
744;4;6;3;3000
745;3;2;5;1500
746;4;3;3;3000
747;7;8;3;3000
748;4;3;5;1500
749;4;3;5;1500
750;5;9;5;1500
751;5;9;5;1500
752;6;5;6;600
753;4;8;5;1500
754;4;8;5;1500
755;2;8;5;1500
756;2;8;5;1500
757;1;2;3;3000
758;4;2;3;3000
759;5;2;3;3000
760;3;6;5;1500
761;7;9;3;3000
762;7;2;5;1500
763;8;9;6;600
764;4;3;3;3000
765;3;6;5;1500
766;9;6;5;1500
767;8;2;5;1500
768;4;3;5;1500
769;5;9;5;1500
770;5;9;5;1500
771;3;7;3;3000
772;2;1;3;3000
773;3;9;5;1500
774;9;2;5;1500
775;9;2;5;1500
776;7;1;5;1500
777;7;1;5;1500
778;2;7;3;3000
779;4;8;5;1500
780;4;8;5;1500
781;4;8;5;1500
782;4;8;5;1500
783;6;8;6;600
784;1;7;3;3000
785;3;5;6;600
786;1;8;3;3000
787;7;4;5;1500
788;8;3;5;1500
789;2;1;5;1500
790;7;1;5;1500
791;7;4;6;600
792;7;8;5;1500
793;3;6;5;1500
794;3;1;3;3000
795;1;8;5;1500
796;1;8;5;1500
797;4;1;3;3000
798;8;3;5;1500
799;8;3;5;1500
800;6;1;5;1500
801;5;9;5;1500
802;9;4;5;1500
803;5;4;5;1500
804;2;3;3;3000
805;6;9;3;3000
806;6;5;5;1500
807;7;1;5;1500
808;7;6;3;3000
809;1;8;5;1500
810;9;1;3;3000
811;6;2;5;1500
812;6;2;5;1500
813;2;9;3;3000
814;9;2;5;1500
815;9;2;5;1500
816;9;5;5;1500
817;9;5;5;1500
818;2;6;5;1500
819;2;6;5;1500
820;9;4;5;1500
821;2;5;5;1500
822;9;2;3;3000
823;1;5;3;3000
824;9;2;5;1500
825;3;4;5;1500
826;2;5;5;1500
827;2;5;5;1500
828;7;4;3;3000
829;1;7;3;3000
830;1;2;3;3000
831;9;6;5;1500
832;8;6;6;600
833;9;3;5;1500
834;2;5;3;3000
835;7;5;5;1500
836;7;2;5;1500
837;7;2;5;1500
838;7;6;6;600
839;9;1;3;3000
840;8;7;6;600
841;6;3;3;3000
842;7;1;5;1500
843;7;1;5;1500
844;2;5;5;1500
845;5;1;3;3000
846;5;1;5;1500
847;5;1;5;1500
848;8;6;3;3000
849;5;8;3;3000
850;3;7;5;1500
851;8;4;5;1500
852;8;4;5;1500
853;2;9;3;3000
854;4;8;5;1500
855;1;8;3;3000
856;2;5;5;1500
857;4;6;6;600
858;3;4;3;3000
859;5;8;5;1500
860;2;4;6;600
861;7;2;5;1500
862;7;2;5;1500
863;7;6;3;3000
864;9;6;3;3000
865;7;9;6;600
866;5;7;6;600
867;3;9;5;1500
868;3;9;5;1500
869;7;8;6;600
870;8;9;5;1500
871;3;1;6;600
872;3;2;6;600
873;2;8;5;1500
874;8;2;3;3000
875;4;3;5;1500
876;4;3;5;1500
877;1;6;5;1500
878;1;6;5;1500
879;6;5;6;600
880;2;7;5;1500
881;2;7;5;1500
882;8;7;6;600
883;5;8;5;1500
884;6;9;3;3000
885;2;7;5;1500
886;8;1;3;3000
887;6;4;5;1500
888;8;9;6;600
889;9;3;5;1500
890;9;3;5;1500
891;5;4;5;1500
892;7;2;5;1500
893;7;2;5;1500
894;8;5;6;600
895;5;2;5;1500
896;5;2;5;1500
897;6;1;5;1500
898;4;7;5;1500
899;6;4;3;3000
900;1;2;5;1500
901;7;4;6;600
902;5;4;6;600
903;9;5;5;1500
904;6;2;3;3000
905;7;1;3;3000
906;7;4;3;3000
907;2;3;5;1500
908;1;5;3;3000
909;7;1;5;1500
910;7;4;5;1500
911;3;7;5;1500
912;3;7;5;1500
913;9;6;6;600
914;6;4;6;600
915;8;3;5;1500
916;8;3;5;1500
917;4;7;6;600
918;1;2;6;600
919;5;9;5;1500
920;5;9;5;1500
921;6;2;3;3000
922;5;2;5;1500
923;5;1;3;3000
924;3;2;3;3000
925;4;7;6;600
926;1;2;3;3000
927;2;3;6;600
928;1;8;5;1500
929;1;8;5;1500
930;6;3;5;1500
931;3;9;5;1500
932;3;9;5;1500
933;9;4;5;1500
934;9;4;5;1500
935;1;9;3;3000
936;9;6;5;1500
937;8;3;3;3000
938;4;9;5;1500
939;4;9;5;1500
940;7;5;6;600
941;8;5;6;600
942;2;5;5;1500
943;2;5;5;1500
944;6;5;5;1500
945;4;2;3;3000
946;3;2;3;3000
947;7;8;3;3000
948;6;9;5;1500
949;1;2;3;3000
950;8;5;3;3000
951;9;1;5;1500
952;9;1;5;1500
953;7;1;3;3000
954;2;4;3;3000
955;8;7;5;1500
956;5;2;5;1500
957;8;2;3;3000
958;9;3;5;1500
959;9;3;5;1500
960;2;1;5;1500
961;7;3;3;3000
962;8;2;3;3000
963;2;9;5;1500
964;4;5;6;600
965;7;8;6;600
966;1;8;3;3000
967;5;4;5;1500
968;9;4;5;1500
969;9;4;5;1500
970;4;7;6;600
971;8;5;5;1500
972;5;6;5;1500
973;5;1;5;1500
974;5;1;5;1500
975;4;5;6;600
976;7;8;6;600
977;1;5;5;1500
978;1;5;5;1500
979;8;5;6;600
980;7;1;5;1500
981;3;8;5;1500
982;8;9;6;600
983;5;3;3;3000
984;9;5;5;1500
985;9;5;5;1500
986;6;7;3;3000
987;1;3;5;1500
988;8;1;5;1500
989;6;5;5;1500
990;2;3;6;600
991;1;7;3;3000
992;3;1;3;3000
993;8;9;3;3000
994;6;4;6;600
995;8;4;5;1500
996;8;4;5;1500
997;4;6;5;1500
998;6;3;5;1500
999;6;3;5;1500
1000;1;9;5;1500
1001;1;9;5;1500
1002;6;8;5;1500
1003;6;3;5;1500
1004;6;3;5;1500
1005;5;4;6;600
1006;7;2;3;3000
1007;4;3;5;1500
1008;4;3;5;1500
1009;4;1;3;3000
1010;2;1;6;600
1011;1;4;3;3000
1012;7;6;5;1500
1013;9;8;5;1500
1014;8;1;5;1500
1015;2;4;3;3000
1016;4;5;3;3000
1017;9;6;5;1500
1018;3;2;5;1500
1019;8;6;3;3000
1020;7;9;3;3000
1021;6;5;5;1500
1022;6;4;5;1500
1023;3;7;3;3000
1024;3;5;6;600
1025;2;6;5;1500
1026;9;1;5;1500
1027;9;1;5;1500
1028;2;5;3;3000
1029;3;5;6;600
1030;7;4;6;600
1031;5;6;6;600
1032;4;8;5;1500
1033;4;8;5;1500
1034;5;2;3;3000
1035;6;1;5;1500
1036;6;1;5;1500
1037;6;4;3;3000
1038;7;5;5;1500
1039;8;9;5;1500
1040;7;1;5;1500
1041;7;1;5;1500
1042;7;9;5;1500
1043;4;3;5;1500
1044;4;3;5;1500
1045;9;2;5;1500
1046;5;4;5;1500
1047;7;6;6;600
1048;7;4;5;1500
1049;7;5;6;600
1050;5;3;6;600
1051;6;9;3;3000
1052;8;7;6;600
1053;1;8;5;1500
1054;1;8;5;1500
1055;2;5;5;1500
1056;2;5;5;1500
1057;3;5;6;600
1058;1;6;5;1500
1059;2;3;6;600
1060;5;7;5;1500
1061;9;8;3;3000
1062;2;4;5;1500
1063;9;1;5;1500
1064;4;9;5;1500
1065;4;9;5;1500
1066;3;2;5;1500
1067;5;1;5;1500
1068;3;7;5;1500
1069;3;7;5;1500
1070;3;2;3;3000
1071;5;2;3;3000
1072;3;1;5;1500
1073;6;3;3;3000
1074;6;8;6;600
1075;5;2;3;3000
1076;1;4;5;1500
1077;9;4;5;1500
1078;9;4;5;1500
1079;3;6;5;1500
1080;3;6;5;1500
1081;6;8;3;3000
1082;5;6;5;1500
1083;5;7;6;600
1084;7;9;5;1500
1085;1;2;3;3000
1086;9;3;3;3000
1087;4;3;5;1500
1088;4;3;5;1500
1089;4;7;3;3000
1090;3;6;5;1500
1091;3;6;5;1500
1092;4;9;5;1500
1093;7;9;5;1500
1094;9;6;5;1500
1095;5;1;5;1500
1096;4;2;3;3000
1097;8;3;5;1500
1098;8;6;6;600
1099;2;6;3;3000
1100;5;7;5;1500
1101;2;7;5;1500
1102;1;7;5;1500
1103;8;2;3;3000
1104;6;8;5;1500
1105;8;6;5;1500
1106;9;5;5;1500
1107;5;2;5;1500
1108;8;5;3;3000
1109;6;2;3;3000
1110;7;5;6;600
1111;4;5;6;600
1112;6;1;5;1500
1113;6;1;5;1500
1114;4;7;5;1500
1115;3;6;3;3000
1116;4;9;3;3000
1117;1;6;3;3000
1118;2;7;3;3000
1119;3;7;5;1500
1120;3;7;5;1500
1121;8;2;5;1500
1122;8;2;5;1500
1123;9;2;5;1500
1124;3;2;5;1500
1125;2;4;3;3000
1126;8;9;5;1500
1127;5;1;5;1500
1128;5;1;5;1500
1129;5;7;5;1500
1130;8;2;5;1500
1131;4;6;6;600
1132;1;8;5;1500
1133;4;6;3;3000
1134;6;5;5;1500
1135;2;5;3;3000
1136;3;6;3;3000
1137;3;5;5;1500
1138;4;5;6;600
1139;9;7;3;3000
1140;4;7;6;600
1141;2;8;5;1500
1142;2;8;5;1500
1143;1;5;3;3000
1144;1;9;5;1500
1145;1;9;5;1500
1146;6;8;5;1500
1147;6;9;6;600
1148;4;3;3;3000
1149;4;1;5;1500
1150;4;1;5;1500
1151;7;2;5;1500
1152;7;2;5;1500
1153;8;1;3;3000
1154;1;3;6;600
1155;1;5;3;3000
1156;5;1;3;3000
1157;3;5;6;600
1158;9;1;3;3000
1159;1;2;5;1500
1160;3;2;5;1500
1161;5;3;6;600
1162;7;5;6;600
1163;9;6;3;3000
1164;6;2;5;1500
1165;7;5;5;1500
1166;6;1;5;1500
1167;7;8;6;600
1168;6;2;5;1500
1169;6;8;3;3000
1170;5;9;5;1500
1171;5;9;3;3000
1172;2;1;3;3000
1173;2;7;3;3000
1174;3;9;5;1500
1175;3;9;5;1500
1176;5;9;3;3000
1177;4;6;3;3000
