Var1;Var2;Var3;Var4;Var5
371;5;9;5;1500
372;2;4;5;1500
373;9;1;5;1500
374;7;6;5;1500
375;8;2;5;1500
376;8;2;5;1500
377;3;1;6;600
378;2;1;6;600
379;9;4;5;1500
380;9;4;5;1500
381;9;4;5;1500
382;9;7;5;1500
383;4;8;3;3000
384;4;5;6;600
385;2;1;6;600
386;4;5;6;600
387;8;4;5;1500
388;8;4;5;1500
389;2;9;5;1500
390;2;3;3;3000
391;3;4;3;3000
392;6;2;3;3000
393;8;7;5;1500
394;5;9;3;3000
395;9;7;5;1500
396;4;3;5;1500
397;4;3;5;1500
398;9;8;3;3000
399;3;5;6;600
400;3;9;5;1500
401;4;5;5;1500
402;6;5;6;600
403;9;5;5;1500
404;9;5;5;1500
405;4;1;5;1500
406;4;1;5;1500
407;2;6;5;1500
408;8;4;3;3000
409;4;8;5;1500
410;9;3;5;1500
411;9;3;5;1500
412;4;5;3;3000
413;8;1;5;1500
414;5;2;5;1500
415;3;5;3;3000
416;7;4;6;600
417;7;2;5;1500
418;6;9;5;1500
419;9;7;6;600
420;7;2;5;1500
421;9;1;5;1500
422;7;2;3;3000
423;7;8;6;600
424;8;4;3;3000
425;6;2;5;1500
426;6;2;5;1500
427;4;3;5;1500
428;4;3;5;1500
429;6;4;6;600
430;4;8;3;3000
431;6;8;6;600
432;7;3;5;1500
433;7;3;5;1500
434;1;6;5;1500
435;6;5;3;3000
436;2;7;5;1500
437;6;8;5;1500
438;2;9;5;1500
439;2;9;5;1500
440;4;9;5;1500
441;4;9;5;1500
442;8;2;5;1500
443;4;3;5;1500
444;4;3;5;1500
445;9;8;5;1500
446;7;6;5;1500
447;2;4;3;3000
448;2;5;5;1500
449;2;5;5;1500
450;7;5;6;600
451;5;7;6;600
452;3;7;3;3000
453;4;5;6;600
454;3;7;3;3000
455;2;5;5;1500
456;5;9;3;3000
457;4;1;5;1500
458;4;1;5;1500
459;3;1;6;600
460;3;4;5;1500
461;8;6;5;1500
462;5;7;5;1500
463;1;2;3;3000
464;7;2;5;1500
465;7;2;5;1500
466;5;4;5;1500
467;8;5;3;3000
468;1;2;3;3000
469;1;3;3;3000
470;1;4;3;3000
471;8;6;5;1500
472;6;7;3;3000
473;5;7;3;3000
474;3;5;3;3000
475;9;6;3;3000
476;6;7;6;600
477;2;5;3;3000
478;2;8;3;3000
479;9;6;3;3000
480;7;4;5;1500
481;7;4;6;600
482;7;1;3;3000
483;2;3;5;1500
484;7;6;5;1500
485;1;2;3;3000
486;6;7;5;1500
487;7;9;3;3000
488;9;2;3;3000
489;8;2;5;1500
490;2;9;5;1500
491;2;9;5;1500
492;6;7;5;1500
493;6;5;5;1500
494;3;5;6;600
495;3;4;5;1500
496;3;4;5;1500
497;3;4;3;3000
498;3;5;3;3000
499;5;7;6;600
500;5;2;5;1500
501;6;2;5;1500
502;8;9;5;1500
503;9;4;5;1500
504;2;1;3;3000
505;7;9;3;3000
506;1;3;3;3000
507;4;8;5;1500
508;4;8;5;1500
509;8;3;5;1500
510;8;3;5;1500
511;6;1;5;1500
512;1;4;5;1500
513;1;4;5;1500
514;8;3;5;1500
515;7;3;5;1500
516;2;6;5;1500
517;2;6;5;1500
518;1;8;3;3000
519;7;1;3;3000
520;9;6;6;600
521;6;2;3;3000
522;1;3;6;600
523;2;3;6;600
524;8;6;5;1500
525;7;5;5;1500
526;1;8;3;3000
527;2;3;3;3000
528;8;2;3;3000
529;6;4;3;3000
530;1;5;5;1500
531;1;5;5;1500
532;5;6;5;1500
533;4;3;5;1500
534;3;2;6;600
535;4;9;5;1500
536;4;9;5;1500
537;4;3;5;1500
538;4;3;5;1500
539;6;4;6;600
540;6;3;5;1500
541;7;9;6;600
542;2;5;5;1500
543;1;4;3;3000
544;5;1;5;1500
545;5;1;5;1500
546;4;7;3;3000
547;3;6;3;3000
548;7;1;5;1500
549;5;4;6;600
550;6;7;3;3000
551;7;2;5;1500
552;7;2;5;1500
553;3;1;5;1500
554;9;6;5;1500
555;6;7;5;1500
556;5;3;5;1500
557;1;7;5;1500
558;9;2;5;1500
559;9;2;5;1500
560;2;3;6;600
561;4;9;5;1500
562;4;9;5;1500
563;6;3;5;1500
564;6;3;5;1500
565;4;1;5;1500
566;4;1;5;1500
567;7;3;5;1500
568;4;5;3;3000
569;8;2;5;1500
570;8;1;5;1500
571;1;5;3;3000
572;7;4;3;3000
573;3;4;5;1500
574;3;4;5;1500
575;6;7;5;1500
576;2;8;3;3000
577;3;4;3;3000
578;7;9;6;600
579;2;4;6;600
580;2;4;3;3000
581;9;3;3;3000
582;8;2;3;3000
583;6;2;5;1500
584;2;4;6;600
585;6;4;3;3000
586;9;4;5;1500
587;8;1;5;1500
588;8;1;5;1500
589;7;6;5;1500
590;6;3;5;1500
591;6;3;5;1500
592;1;8;5;1500
593;1;8;5;1500
594;5;2;3;3000
595;6;9;5;1500
596;7;8;3;3000
597;7;5;3;3000
598;5;9;3;3000
599;5;1;3;3000
600;7;2;3;3000
601;6;3;3;3000
602;3;9;5;1500
603;9;2;3;3000
604;7;3;5;1500
605;1;8;5;1500
606;8;5;5;1500
607;8;1;5;1500
608;4;6;6;600
609;3;7;5;1500
610;1;2;5;1500
611;9;5;5;1500
612;9;7;3;3000
613;3;7;5;1500
614;5;6;5;1500
615;3;9;5;1500
616;1;7;5;1500
617;1;3;3;3000
618;2;1;5;1500
619;9;2;5;1500
620;9;4;3;3000
621;5;9;5;1500
622;8;5;5;1500
623;2;4;3;3000
624;4;9;5;1500
625;4;9;5;1500
626;8;1;5;1500
627;4;1;5;1500
628;9;5;5;1500
629;6;2;5;1500
630;6;2;5;1500
631;1;7;3;3000
632;5;9;5;1500
633;6;8;5;1500
634;8;4;5;1500
635;7;4;3;3000
636;8;2;5;1500
637;7;4;5;1500
638;1;3;6;600
639;6;1;5;1500
640;1;6;3;3000
641;8;7;3;3000
642;1;2;5;1500
643;9;1;5;1500
644;5;1;3;3000
645;4;8;3;3000
646;3;4;5;1500
647;8;5;6;600
648;3;6;3;3000
649;3;5;6;600
650;4;9;3;3000
651;5;2;5;1500
652;6;8;3;3000
653;6;8;5;1500
654;7;8;6;600
655;6;5;3;3000
656;8;6;5;1500
657;5;7;6;600
658;6;8;6;600
659;6;2;5;1500
660;6;1;5;1500
661;6;1;5;1500
662;1;5;3;3000
663;7;2;5;1500
664;7;2;5;1500
665;4;3;3;3000
666;7;1;5;1500
667;7;1;5;1500
668;7;1;3;3000
669;4;5;6;600
670;6;2;3;3000
671;9;5;5;1500
672;2;3;5;1500
673;7;9;3;3000
674;9;5;3;3000
675;6;9;5;1500
676;5;9;3;3000
677;8;3;5;1500
678;8;3;5;1500
679;6;8;5;1500
680;9;6;3;3000
681;7;3;5;1500
682;6;7;6;600
683;7;1;5;1500
684;7;1;5;1500
685;3;5;6;600
686;6;8;6;600
687;1;5;5;1500
688;1;5;5;1500
689;2;4;6;600
690;6;7;5;1500
691;3;6;5;1500
692;3;6;5;1500
693;1;9;5;1500
694;7;1;5;1500
695;7;1;5;1500
696;7;8;3;3000
697;6;5;6;600
698;8;5;5;1500
699;3;5;6;600
700;6;8;6;600
701;3;1;6;600
702;9;7;5;1500
703;9;5;5;1500
704;4;9;5;1500
705;4;9;5;1500
706;9;5;5;1500
707;9;5;5;1500
708;1;2;5;1500
709;6;3;3;3000
710;1;5;5;1500
711;1;5;5;1500
712;3;8;5;1500
713;5;2;5;1500
714;6;2;5;1500
715;5;9;3;3000
716;4;5;3;3000
717;2;9;5;1500
718;2;9;5;1500
719;1;4;3;3000
720;1;4;5;1500
721;9;4;5;1500
722;9;4;5;1500
723;4;3;5;1500
724;4;3;5;1500
725;8;6;3;3000
726;8;5;6;600
727;3;2;6;600
728;8;3;5;1500
729;6;8;3;3000
730;9;7;3;3000
731;5;8;3;3000
732;7;6;5;1500
733;7;4;6;600
734;9;2;3;3000
735;7;5;5;1500
736;2;7;5;1500
737;2;7;5;1500
738;6;1;3;3000
739;9;4;3;3000
740;4;3;5;1500
741;4;3;5;1500
742;9;1;5;1500
743;4;5;5;1500
744;4;6;5;1500
745;3;6;3;3000
746;9;4;5;1500
747;9;4;5;1500
748;6;4;5;1500
749;2;3;3;3000
750;6;3;3;3000
751;4;2;3;3000
752;4;2;6;600
753;9;8;6;600
754;7;3;5;1500
755;7;3;5;1500
756;2;7;5;1500
757;2;7;5;1500
758;4;1;3;3000
759;8;3;5;1500
760;5;8;3;3000
761;3;6;3;3000
762;1;5;5;1500
763;1;5;5;1500
764;3;5;5;1500
765;7;9;3;3000
766;5;2;5;1500
767;5;3;5;1500
768;6;8;6;600
769;8;6;3;3000
770;2;4;6;600
771;3;4;5;1500
772;3;4;5;1500
773;4;8;3;3000
774;8;4;5;1500
775;8;4;5;1500
776;1;2;5;1500
777;2;7;3;3000
778;3;2;5;1500
779;4;3;5;1500
780;4;3;5;1500
781;8;7;6;600
782;1;3;3;3000
783;5;9;3;3000
784;1;3;5;1500
785;4;5;6;600
786;5;1;3;3000
787;8;2;3;3000
788;9;3;5;1500
789;5;6;6;600
790;4;5;6;600
791;4;2;3;3000
792;4;9;5;1500
793;9;8;3;3000
794;6;8;6;600
795;3;9;3;3000
796;5;7;6;600
797;9;1;5;1500
798;6;9;6;600
799;8;1;5;1500
800;8;1;5;1500
801;4;5;5;1500
802;5;8;3;3000
803;4;6;5;1500
804;7;6;5;1500
805;6;1;5;1500
806;6;1;5;1500
807;4;7;6;600
808;8;5;3;3000
809;7;6;3;3000
810;5;9;3;3000
811;9;6;6;600
812;6;3;5;1500
813;3;4;5;1500
814;4;6;3;3000
815;8;5;3;3000
816;4;9;5;1500
817;9;8;3;3000
818;4;2;3;3000
819;8;6;5;1500
820;6;1;5;1500
821;1;8;3;3000
822;3;8;3;3000
823;6;5;3;3000
824;3;1;3;3000
825;9;8;6;600
826;7;4;5;1500
827;2;7;3;3000
828;5;2;3;3000
829;3;9;5;1500
830;9;1;5;1500
831;9;1;5;1500
832;7;5;3;3000
833;3;9;5;1500
834;3;9;5;1500
835;4;3;5;1500
836;4;3;5;1500
837;2;6;5;1500
838;2;6;5;1500
839;7;6;3;3000
840;3;6;5;1500
841;3;2;3;3000
842;6;5;3;3000
843;9;8;6;600
844;3;7;3;3000
845;5;6;6;600
846;6;2;5;1500
847;6;2;5;1500
848;6;3;5;1500
849;6;7;3;3000
850;4;6;6;600
851;4;7;3;3000
852;7;6;6;600
853;7;4;3;3000
854;2;4;6;600
855;2;9;5;1500
856;9;8;6;600
857;2;8;5;1500
858;2;8;5;1500
859;3;4;5;1500
860;1;2;5;1500
861;4;6;6;600
862;3;7;3;3000
863;9;2;5;1500
864;9;4;5;1500
865;6;5;5;1500
866;7;8;3;3000
867;3;2;5;1500
868;4;5;3;3000
869;8;1;5;1500
870;7;9;3;3000
871;3;8;5;1500
872;1;5;5;1500
873;1;5;5;1500
874;7;3;3;3000
875;2;4;6;600
876;7;8;5;1500
877;8;5;3;3000
878;3;4;5;1500
879;3;4;5;1500
880;8;4;5;1500
881;5;3;5;1500
882;2;9;3;3000
883;1;9;5;1500
884;4;6;3;3000
885;4;9;3;3000
886;4;1;5;1500
887;4;1;5;1500
888;3;9;5;1500
889;3;9;5;1500
890;4;8;5;1500
891;4;2;5;1500
892;8;1;5;1500
893;8;1;5;1500
894;8;5;5;1500
895;1;3;3;3000
896;3;4;3;3000
897;5;1;5;1500
898;2;1;3;3000
899;3;8;5;1500
900;8;2;5;1500
901;9;3;5;1500
902;4;2;3;3000
903;9;8;5;1500
904;9;1;3;3000
905;4;9;5;1500
906;4;9;5;1500
907;2;7;5;1500
908;3;9;5;1500
909;9;8;6;600
910;6;9;5;1500
911;5;1;3;3000
912;5;1;5;1500
913;5;1;5;1500
914;8;7;3;3000
915;6;2;5;1500
916;4;3;5;1500
917;5;8;5;1500
918;2;6;3;3000
919;3;1;5;1500
920;3;1;3;3000
921;7;1;5;1500
922;2;9;5;1500
923;8;7;3;3000
924;1;5;3;3000
925;3;1;6;600
926;4;6;5;1500
927;1;2;3;3000
928;8;1;5;1500
929;6;2;3;3000
930;8;7;6;600
931;8;6;5;1500
932;1;5;5;1500
933;7;4;6;600
934;8;5;5;1500
935;6;3;5;1500
936;2;9;5;1500
937;7;9;6;600
938;3;9;5;1500
939;3;7;5;1500
940;3;7;5;1500
941;7;8;3;3000
942;4;7;3;3000
943;3;6;3;3000
944;1;9;5;1500
945;8;2;5;1500
946;8;2;5;1500
947;2;1;6;600
948;5;1;5;1500
949;5;1;5;1500
950;8;1;5;1500
951;8;1;5;1500
952;5;4;3;3000
953;6;3;5;1500
954;6;3;5;1500
955;2;4;3;3000
956;6;8;5;1500
957;5;4;6;600
958;7;6;5;1500
959;5;2;5;1500
960;4;8;5;1500
961;4;8;5;1500
962;6;1;5;1500
963;6;1;5;1500
964;5;2;5;1500
965;5;2;5;1500
966;6;1;5;1500
967;6;1;5;1500
968;6;5;3;3000
969;4;3;5;1500
970;4;3;5;1500
971;3;8;5;1500
972;6;2;3;3000
973;1;2;6;600
974;8;1;5;1500
975;9;7;6;600
976;6;8;6;600
977;2;3;6;600
978;3;8;3;3000
979;7;4;6;600
980;2;4;5;1500
981;4;2;6;600
982;8;7;6;600
983;3;1;3;3000
984;7;2;3;3000
985;6;4;3;3000
986;8;7;5;1500
987;3;8;5;1500
988;3;8;5;1500
989;5;8;6;600
990;2;8;5;1500
991;2;8;5;1500
992;3;7;5;1500
993;4;7;3;3000
994;6;9;3;3000
995;2;8;5;1500
996;2;8;5;1500
997;7;3;5;1500
998;7;3;5;1500
999;4;5;6;600
1000;1;4;5;1500
1001;1;2;3;3000
1002;6;1;3;3000
1003;2;8;3;3000
1004;2;3;6;600
1005;3;6;5;1500
1006;4;9;3;3000
1007;9;3;5;1500
1008;9;3;5;1500
1009;9;8;3;3000
1010;9;1;5;1500
1011;6;9;5;1500
1012;8;9;6;600
1013;5;7;3;3000
1014;1;8;3;3000
1015;6;9;6;600
1016;4;8;3;3000
1017;7;6;3;3000
1018;4;8;5;1500
1019;4;8;5;1500
1020;6;4;3;3000
1021;2;4;6;600
1022;2;8;5;1500
1023;2;8;5;1500
1024;4;8;5;1500
1025;4;8;5;1500
1026;7;5;6;600
1027;3;2;3;3000
1028;2;7;5;1500
1029;2;7;5;1500
1030;5;6;5;1500
1031;8;1;3;3000
1032;8;2;5;1500
1033;8;2;5;1500
1034;5;4;3;3000
1035;2;8;5;1500
1036;3;8;5;1500
1037;3;8;5;1500
1038;8;3;5;1500
1039;7;8;3;3000
1040;3;2;6;600
1041;6;3;5;1500
1042;4;9;5;1500
1043;4;9;5;1500
1044;4;8;3;3000
1045;7;6;3;3000
1046;1;8;3;3000
1047;8;5;6;600
1048;4;7;3;3000
1049;4;9;5;1500
1050;2;9;5;1500
1051;5;7;6;600
1052;8;6;5;1500
1053;5;9;3;3000
1054;3;4;5;1500
1055;4;1;3;3000
1056;8;3;5;1500
1057;8;3;5;1500
1058;1;6;3;3000
1059;1;7;3;3000
1060;7;3;5;1500
1061;7;3;5;1500
1062;9;2;5;1500
1063;9;2;5;1500
1064;5;1;5;1500
1065;8;3;5;1500
1066;8;3;5;1500
1067;3;9;5;1500
1068;5;2;5;1500
1069;5;2;5;1500
1070;4;5;5;1500
1071;3;7;5;1500
1072;5;1;5;1500
1073;4;3;3;3000
1074;4;3;3;3000
1075;1;7;3;3000
1076;4;1;3;3000
1077;4;1;3;3000
1078;4;2;6;600
1079;3;9;3;3000
1080;6;3;3;3000
1081;2;3;3;3000
1082;6;8;6;600
1083;5;3;6;600
1084;4;2;6;600
1085;9;4;3;3000
1086;9;7;6;600
1087;9;6;5;1500
1088;7;6;3;3000
1089;9;4;3;3000
1090;5;8;5;1500
1091;8;1;5;1500
1092;1;6;5;1500
1093;7;9;3;3000
1094;4;7;6;600
1095;8;7;5;1500
1096;8;3;5;1500
1097;8;3;5;1500
1098;8;2;5;1500
1099;8;2;5;1500
1100;7;1;5;1500
1101;7;1;5;1500
1102;4;5;5;1500
1103;5;3;3;3000
1104;3;5;5;1500
1105;6;8;5;1500
1106;3;4;5;1500
1107;9;2;5;1500
1108;5;8;3;3000
1109;9;2;3;3000
1110;8;1;5;1500
1111;8;1;5;1500
1112;2;4;3;3000
1113;6;2;5;1500
1114;6;2;5;1500
1115;4;5;3;3000
1116;4;6;6;600
1117;1;7;5;1500
1118;9;2;3;3000
1119;3;6;3;3000
1120;9;4;5;1500
1121;7;9;5;1500
1122;9;5;3;3000
1123;7;5;5;1500
1124;2;5;5;1500
1125;2;5;5;1500
1126;7;5;5;1500
1127;6;7;3;3000
1128;9;3;5;1500
1129;9;3;5;1500
1130;2;6;5;1500
1131;2;4;5;1500
1132;9;1;5;1500
1133;6;1;5;1500
1134;9;4;3;3000
1135;2;7;5;1500
1136;2;7;5;1500
1137;7;8;3;3000
1138;8;7;3;3000
1139;9;1;5;1500
1140;6;9;3;3000
1141;4;9;5;1500
1142;9;1;3;3000
1143;6;7;5;1500
1144;8;7;3;3000
1145;3;1;3;3000
1146;7;6;5;1500
1147;8;5;5;1500
1148;5;1;5;1500
1149;2;6;5;1500
1150;7;6;5;1500
1151;8;2;3;3000
1152;7;3;5;1500
1153;9;5;5;1500
1154;5;6;5;1500
1155;5;2;3;3000
1156;8;1;5;1500
1157;8;1;5;1500
1158;9;1;5;1500
1159;9;1;5;1500
1160;5;1;5;1500
1161;5;1;5;1500
1162;7;3;3;3000
1163;3;2;3;3000
1164;6;7;6;600
