Var1;Var2;Var3;Var4;Var5
412;9;8;5;1500
413;8;2;5;1500
414;8;2;5;1500
415;6;9;5;1500
416;5;1;5;1500
417;4;7;6;600
418;3;6;5;1500
419;5;7;5;1500
420;9;7;3;3000
421;8;9;3;3000
422;5;7;5;1500
423;3;4;3;3000
424;6;9;6;600
425;1;8;5;1500
426;3;5;6;600
427;4;2;5;1500
428;4;2;5;1500
429;6;9;6;600
430;1;2;3;3000
431;2;3;6;600
432;8;7;5;1500
433;6;2;5;1500
434;6;2;5;1500
435;7;8;5;1500
436;2;3;5;1500
437;2;9;3;3000
438;2;1;6;600
439;3;6;5;1500
440;3;6;5;1500
441;7;1;3;3000
442;6;2;5;1500
443;8;6;5;1500
444;8;3;5;1500
445;2;6;3;3000
446;6;8;3;3000
447;2;7;5;1500
448;2;7;5;1500
449;4;2;5;1500
450;4;1;5;1500
451;4;1;5;1500
452;8;1;3;3000
453;7;8;6;600
454;7;2;5;1500
455;7;2;5;1500
456;7;2;5;1500
457;5;9;3;3000
458;9;2;5;1500
459;9;2;5;1500
460;3;4;3;3000
461;5;7;3;3000
462;2;5;5;1500
463;1;2;6;600
464;7;5;5;1500
465;6;5;6;600
466;6;5;6;600
467;7;8;5;1500
468;3;6;3;3000
469;4;8;5;1500
470;2;6;5;1500
471;5;6;3;3000
472;1;2;5;1500
473;5;1;3;3000
474;8;1;5;1500
475;9;5;5;1500
476;9;5;5;1500
477;4;7;3;3000
478;8;1;3;3000
479;5;6;5;1500
480;8;5;6;600
481;9;2;5;1500
482;8;5;6;600
483;7;2;5;1500
484;9;1;5;1500
485;2;1;3;3000
486;7;8;6;600
487;3;2;6;600
488;7;9;3;3000
489;3;5;3;3000
490;5;3;5;1500
491;1;2;6;600
492;8;4;5;1500
493;8;4;5;1500
494;1;5;5;1500
495;1;5;5;1500
496;6;9;6;600
497;9;3;5;1500
498;9;3;5;1500
499;6;5;5;1500
500;8;6;5;1500
501;3;8;5;1500
502;3;8;5;1500
503;4;1;5;1500
504;4;1;5;1500
505;1;2;6;600
506;4;5;5;1500
507;3;5;3;3000
508;4;9;5;1500
509;4;9;5;1500
510;5;6;3;3000
511;2;7;5;1500
512;7;3;3;3000
513;2;1;6;600
514;6;3;5;1500
515;6;3;5;1500
516;5;4;3;3000
517;4;8;3;3000
518;6;7;5;1500
519;8;5;3;3000
520;8;7;5;1500
521;3;9;5;1500
522;3;9;5;1500
523;2;5;3;3000
524;3;8;5;1500
525;5;8;6;600
526;8;7;6;600
527;6;8;5;1500
528;4;1;3;3000
529;6;5;6;600
530;5;3;5;1500
531;5;2;5;1500
532;2;8;3;3000
533;5;4;5;1500
534;7;6;6;600
535;1;4;3;3000
536;6;3;5;1500
537;3;9;5;1500
538;6;5;3;3000
539;1;8;5;1500
540;3;6;5;1500
541;3;1;6;600
542;6;1;5;1500
543;8;7;6;600
544;6;3;3;3000
545;2;8;5;1500
546;1;6;5;1500
547;7;9;3;3000
548;7;5;3;3000
549;8;3;5;1500
550;8;3;5;1500
551;8;1;5;1500
552;8;1;5;1500
553;5;8;3;3000
554;8;9;3;3000
555;9;5;5;1500
556;1;7;5;1500
557;1;6;3;3000
558;1;6;5;1500
559;1;6;5;1500
560;8;6;3;3000
561;2;4;6;600
562;5;4;3;3000
563;1;6;5;1500
564;1;9;5;1500
565;8;5;3;3000
566;5;1;5;1500
567;5;1;5;1500
568;7;8;6;600
569;8;2;5;1500
570;6;8;5;1500
571;4;6;5;1500
572;6;8;6;600
573;6;2;5;1500
574;6;2;5;1500
575;4;3;5;1500
576;4;3;5;1500
577;9;5;5;1500
578;9;5;5;1500
579;1;7;5;1500
580;9;6;5;1500
581;5;3;6;600
582;2;5;5;1500
583;2;5;5;1500
584;5;9;3;3000
585;1;8;5;1500
586;6;7;6;600
587;9;8;6;600
588;4;9;3;3000
589;9;8;5;1500
590;2;6;5;1500
591;1;7;5;1500
592;1;7;5;1500
593;7;3;5;1500
594;7;3;5;1500
595;3;4;5;1500
596;3;4;5;1500
597;2;3;6;600
598;8;9;3;3000
599;7;2;5;1500
600;7;9;6;600
601;5;9;5;1500
602;4;3;5;1500
603;9;4;3;3000
604;1;7;5;1500
605;1;7;5;1500
606;4;9;5;1500
607;2;9;5;1500
608;6;4;5;1500
609;8;5;6;600
610;3;4;5;1500
611;7;9;3;3000
612;5;1;5;1500
613;5;1;5;1500
614;5;2;5;1500
615;8;6;3;3000
616;6;8;5;1500
617;8;9;6;600
618;9;1;5;1500
619;1;6;3;3000
620;2;9;5;1500
621;8;5;5;1500
622;9;5;5;1500
623;9;5;5;1500
624;5;7;6;600
625;4;1;5;1500
626;4;1;5;1500
627;4;6;5;1500
628;7;4;3;3000
629;7;6;6;600
630;8;7;6;600
631;6;9;6;600
632;6;4;3;3000
633;8;9;5;1500
634;3;7;5;1500
635;4;3;5;1500
636;3;8;5;1500
637;3;2;5;1500
638;3;4;5;1500
639;7;8;3;3000
640;6;7;3;3000
641;5;6;6;600
642;9;3;5;1500
643;2;3;6;600
644;8;1;5;1500
645;6;2;3;3000
646;8;2;3;3000
647;4;3;3;3000
648;7;1;3;3000
649;9;6;5;1500
650;9;5;5;1500
651;7;2;5;1500
652;1;3;5;1500
653;3;8;5;1500
654;3;8;5;1500
655;2;8;3;3000
656;2;5;5;1500
657;1;3;6;600
658;6;4;6;600
659;1;8;5;1500
660;8;4;3;3000
661;2;8;5;1500
662;8;3;5;1500
663;8;3;5;1500
664;6;2;5;1500
665;9;4;5;1500
666;2;5;5;1500
667;2;5;5;1500
668;9;4;5;1500
669;6;7;6;600
670;7;5;3;3000
671;5;2;5;1500
672;5;2;5;1500
673;1;5;5;1500
674;1;5;5;1500
675;6;7;3;3000
676;8;3;5;1500
677;5;8;6;600
678;3;6;5;1500
679;2;9;5;1500
680;2;9;5;1500
681;2;7;5;1500
682;6;8;6;600
683;2;8;5;1500
684;1;9;5;1500
685;1;9;5;1500
686;3;9;5;1500
687;3;9;5;1500
688;1;9;5;1500
689;9;4;3;3000
690;1;7;3;3000
691;4;7;5;1500
692;5;3;5;1500
693;1;7;5;1500
694;1;7;5;1500
695;7;2;5;1500
696;7;2;5;1500
697;9;8;6;600
698;8;7;5;1500
699;7;4;6;600
700;6;1;5;1500
701;6;1;5;1500
702;1;9;3;3000
703;3;8;5;1500
704;3;8;5;1500
705;1;4;5;1500
706;5;2;3;3000
707;8;9;5;1500
708;9;2;5;1500
709;4;8;5;1500
710;2;9;5;1500
711;2;9;5;1500
712;2;1;3;3000
713;2;7;3;3000
714;1;3;5;1500
715;4;7;3;3000
716;9;6;6;600
717;6;7;3;3000
718;3;9;5;1500
719;4;6;6;600
720;2;3;3;3000
721;9;7;3;3000
722;3;6;3;3000
723;4;9;5;1500
724;4;9;5;1500
725;1;8;5;1500
726;9;8;3;3000
727;4;9;5;1500
728;4;9;5;1500
729;2;6;3;3000
730;2;3;3;3000
731;7;9;6;600
732;5;6;6;600
733;3;2;3;3000
734;4;5;3;3000
735;1;2;3;3000
736;5;8;5;1500
737;6;4;6;600
738;9;5;3;3000
739;7;5;3;3000
740;8;1;5;1500
741;8;1;5;1500
742;4;9;5;1500
743;1;2;3;3000
744;5;4;6;600
745;2;8;5;1500
746;4;5;6;600
747;2;7;5;1500
748;2;7;5;1500
749;8;9;5;1500
750;7;5;6;600
751;1;8;3;3000
752;9;6;5;1500
753;6;8;3;3000
754;2;3;6;600
755;6;8;6;600
756;6;5;3;3000
757;8;2;3;3000
758;9;7;6;600
759;3;4;5;1500
760;1;7;5;1500
761;1;7;5;1500
762;7;2;5;1500
763;4;5;6;600
764;6;2;5;1500
765;6;2;5;1500
766;2;8;5;1500
767;8;1;5;1500
768;8;1;5;1500
769;1;5;3;3000
770;9;1;5;1500
771;1;4;5;1500
772;6;9;5;1500
773;1;5;3;3000
774;4;8;5;1500
775;4;8;5;1500
776;2;1;5;1500
777;4;1;3;3000
778;9;6;3;3000
779;5;3;6;600
780;8;4;3;3000
781;5;4;5;1500
782;9;2;5;1500
783;9;2;5;1500
784;1;9;3;3000
785;6;3;5;1500
786;4;5;3;3000
787;3;8;3;3000
788;5;1;5;1500
789;9;3;5;1500
790;9;7;6;600
791;9;4;3;3000
792;7;6;3;3000
793;4;5;3;3000
794;4;1;5;1500
795;7;2;5;1500
796;7;2;5;1500
797;8;6;6;600
798;8;6;5;1500
799;9;3;5;1500
800;9;3;5;1500
801;9;2;5;1500
802;9;2;5;1500
803;4;9;5;1500
804;4;9;5;1500
805;8;9;5;1500
806;5;7;5;1500
807;6;1;5;1500
808;6;1;5;1500
809;3;9;5;1500
810;5;2;5;1500
811;5;2;5;1500
812;9;8;3;3000
813;2;6;5;1500
814;2;6;5;1500
815;9;5;5;1500
816;9;5;5;1500
817;2;6;3;3000
818;2;3;3;3000
819;1;3;6;600
820;3;9;3;3000
821;3;8;5;1500
822;7;3;5;1500
823;1;8;3;3000
824;8;3;3;3000
825;3;1;3;3000
826;4;9;5;1500
827;4;9;5;1500
828;4;1;5;1500
829;9;1;5;1500
830;9;1;5;1500
831;2;6;5;1500
832;2;6;5;1500
833;1;4;3;3000
834;2;3;6;600
835;5;4;6;600
836;5;7;3;3000
837;8;6;5;1500
838;9;7;5;1500
839;1;7;3;3000
840;2;1;6;600
841;1;6;5;1500
842;1;6;5;1500
843;6;5;5;1500
844;1;6;3;3000
845;2;8;5;1500
846;2;8;5;1500
847;3;4;3;3000
848;8;4;5;1500
849;3;7;3;3000
850;7;2;3;3000
851;4;2;3;3000
852;4;2;6;600
853;2;7;5;1500
854;2;6;5;1500
855;3;5;6;600
856;3;2;6;600
857;3;6;5;1500
858;6;3;5;1500
859;6;3;5;1500
860;6;7;6;600
861;4;1;5;1500
862;3;2;6;600
863;1;4;5;1500
864;1;4;5;1500
865;6;5;5;1500
866;6;9;6;600
867;6;9;6;600
868;4;7;6;600
869;9;7;5;1500
870;1;7;3;3000
871;2;4;5;1500
872;2;8;5;1500
873;2;8;5;1500
874;1;2;5;1500
875;2;8;5;1500
876;1;4;3;3000
877;2;1;6;600
878;1;4;5;1500
879;9;2;3;3000
880;4;3;3;3000
881;5;4;5;1500
882;4;8;3;3000
883;6;3;5;1500
884;6;3;5;1500
885;1;8;5;1500
886;1;8;5;1500
887;6;9;3;3000
888;7;4;3;3000
889;5;7;3;3000
890;8;4;3;3000
891;6;7;5;1500
892;5;2;5;1500
893;7;2;3;3000
894;1;9;3;3000
895;8;1;5;1500
896;8;1;5;1500
897;9;2;3;3000
898;1;6;5;1500
899;3;5;6;600
900;4;5;3;3000
901;5;2;3;3000
902;7;4;5;1500
903;7;4;6;600
904;5;8;6;600
905;5;9;5;1500
906;5;9;5;1500
907;5;4;5;1500
908;7;1;5;1500
909;5;3;6;600
910;3;1;6;600
911;8;9;6;600
912;7;8;5;1500
913;2;1;5;1500
914;7;6;6;600
915;8;6;5;1500
916;6;5;5;1500
917;6;5;6;600
918;8;5;5;1500
919;7;1;3;3000
920;9;3;5;1500
921;8;1;5;1500
922;8;1;5;1500
923;3;4;3;3000
924;3;1;5;1500
925;5;2;5;1500
926;5;2;5;1500
927;7;8;6;600
928;9;4;3;3000
929;9;6;3;3000
930;9;7;3;3000
931;5;4;3;3000
932;4;1;5;1500
933;3;6;5;1500
934;3;6;5;1500
935;9;1;5;1500
936;9;1;5;1500
937;1;5;5;1500
938;6;5;6;600
939;9;7;5;1500
940;4;3;5;1500
941;7;9;5;1500
942;8;5;6;600
943;8;5;3;3000
944;4;9;3;3000
945;1;9;5;1500
946;1;9;5;1500
947;1;4;5;1500
948;1;4;5;1500
949;7;4;3;3000
950;3;1;5;1500
951;2;9;5;1500
952;4;1;5;1500
953;4;1;5;1500
954;9;5;5;1500
955;9;6;3;3000
956;2;3;5;1500
957;9;3;5;1500
958;9;3;5;1500
959;4;8;5;1500
960;4;8;5;1500
961;1;8;5;1500
962;1;3;5;1500
963;7;5;6;600
964;6;4;3;3000
965;2;5;5;1500
966;2;5;5;1500
967;6;5;5;1500
968;1;5;3;3000
969;7;8;5;1500
970;1;4;3;3000
971;5;1;3;3000
972;9;2;5;1500
973;6;2;3;3000
974;7;9;5;1500
975;7;3;5;1500
976;3;4;3;3000
977;7;2;3;3000
978;3;8;5;1500
979;3;8;5;1500
980;9;6;3;3000
981;4;5;3;3000
982;4;5;5;1500
983;3;7;3;3000
984;6;3;5;1500
985;6;3;5;1500
986;3;6;5;1500
987;3;6;5;1500
988;9;4;5;1500
989;9;4;5;1500
990;5;2;5;1500
991;8;5;3;3000
992;6;4;6;600
993;6;9;3;3000
994;5;2;5;1500
995;5;2;5;1500
996;8;5;5;1500
997;4;6;6;600
998;9;8;5;1500
999;3;7;3;3000
1000;7;3;3;3000
1001;5;7;3;3000
1002;1;3;6;600
1003;6;3;5;1500
1004;3;1;3;3000
1005;8;2;5;1500
1006;8;2;5;1500
1007;8;6;3;3000
1008;7;3;3;3000
1009;5;9;5;1500
1010;9;3;5;1500
1011;4;7;6;600
1012;5;4;6;600
1013;3;8;5;1500
1014;3;8;5;1500
1015;6;7;5;1500
1016;7;9;5;1500
1017;5;6;3;3000
1018;6;9;3;3000
1019;2;1;3;3000
1020;6;7;3;3000
1021;7;3;3;3000
1022;3;4;5;1500
1023;3;4;5;1500
1024;6;3;3;3000
1025;3;5;5;1500
1026;1;8;5;1500
1027;1;8;5;1500
1028;5;1;3;3000
1029;3;6;5;1500
1030;3;6;5;1500
1031;6;1;3;3000
1032;1;8;3;3000
1033;6;1;5;1500
1034;6;1;5;1500
1035;6;7;6;600
1036;3;5;3;3000
1037;4;6;5;1500
1038;6;4;6;600
1039;3;7;5;1500
1040;8;5;5;1500
1041;6;5;6;600
1042;2;4;6;600
1043;6;5;3;3000
1044;1;2;5;1500
1045;9;1;5;1500
1046;9;1;5;1500
1047;2;4;6;600
1048;6;2;5;1500
1049;9;2;3;3000
1050;5;8;5;1500
1051;9;5;3;3000
1052;6;7;6;600
1053;3;1;5;1500
1054;5;4;5;1500
1055;2;7;5;1500
1056;2;7;5;1500
1057;8;5;6;600
1058;5;1;5;1500
1059;5;1;5;1500
1060;9;1;5;1500
1061;9;1;5;1500
1062;1;4;5;1500
1063;2;4;3;3000
1064;6;3;5;1500
1065;6;3;5;1500
1066;8;4;3;3000
1067;4;5;3;3000
1068;4;3;5;1500
1069;4;3;5;1500
1070;9;8;3;3000
1071;7;1;5;1500
1072;6;2;3;3000
1073;8;3;5;1500
1074;9;2;5;1500
1075;8;6;6;600
1076;5;7;5;1500
1077;2;9;5;1500
1078;2;9;5;1500
1079;2;8;5;1500
1080;6;5;5;1500
1081;1;9;5;1500
1082;1;9;5;1500
1083;5;9;5;1500
1084;5;9;5;1500
1085;2;9;3;3000
1086;9;5;5;1500
1087;9;5;5;1500
1088;3;8;3;3000
1089;1;8;5;1500
1090;1;3;3;3000
1091;9;2;5;1500
1092;9;2;5;1500
1093;4;8;5;1500
1094;9;7;5;1500
1095;8;9;5;1500
1096;8;5;6;600
1097;8;1;3;3000
1098;1;6;3;3000
1099;2;9;5;1500
1100;6;2;3;3000
1101;1;3;3;3000
1102;2;3;6;600
1103;6;1;5;1500
1104;7;8;6;600
1105;7;8;6;600
1106;2;1;6;600
1107;6;5;6;600
1108;9;3;5;1500
1109;9;3;5;1500
1110;2;9;5;1500
1111;5;9;5;1500
1112;5;9;5;1500
1113;6;7;6;600
1114;4;7;6;600
1115;7;3;5;1500
1116;7;3;5;1500
1117;8;4;5;1500
1118;8;4;5;1500
1119;9;4;3;3000
1120;9;1;5;1500
1121;9;1;5;1500
1122;8;9;3;3000
1123;3;6;5;1500
1124;5;6;3;3000
1125;6;2;5;1500
1126;7;8;6;600
1127;2;3;5;1500
1128;6;2;5;1500
1129;6;2;5;1500
1130;4;6;6;600
1131;3;9;5;1500
1132;3;9;5;1500
1133;8;7;6;600
1134;3;5;6;600
1135;5;9;3;3000
1136;3;4;5;1500
1137;3;4;5;1500
1138;9;5;3;3000
1139;5;6;6;600
1140;7;8;6;600
1141;2;9;5;1500
1142;9;6;6;600
1143;3;6;5;1500
1144;3;6;5;1500
1145;4;3;3;3000
1146;7;3;5;1500
1147;3;9;5;1500
1148;3;9;5;1500
1149;9;5;5;1500
1150;8;4;3;3000
1151;9;6;5;1500
1152;9;4;3;3000
1153;7;8;5;1500
1154;2;6;3;3000
1155;4;5;5;1500
1156;8;7;3;3000
1157;8;3;3;3000
1158;9;4;5;1500
1159;8;4;3;3000
1160;6;8;5;1500
1161;4;7;5;1500
1162;3;4;5;1500
1163;3;4;5;1500
1164;4;6;6;600
1165;5;8;5;1500
1166;6;7;6;600
1167;6;1;5;1500
1168;5;3;3;3000
1169;1;8;3;3000
1170;6;2;5;1500
1171;6;2;5;1500
1172;1;8;3;3000
1173;9;1;3;3000
1174;3;2;5;1500
1175;3;6;5;1500
1176;5;6;3;3000
